NAME                                                                          VERSION                                      TYPE      
gnupg                                                                         2.2.40-1.1ubuntu1                            deb        
gnupg-l10n                                                                    2.2.40-1.1ubuntu1                            deb        
gnupg-utils                                                                   2.2.40-1.1ubuntu1                            deb        
go.etcd.io/bbolt                                                              v1.3.7                                       go-module  
go.etcd.io/etcd/client/pkg/v3                                                 v3.5.6                                       go-module  
go.etcd.io/etcd/pkg/v3                                                        v3.5.6                                       go-module  
go.etcd.io/etcd/raft/v3                                                       v3.5.6                                       go-module  
go.etcd.io/etcd/server/v3                                                     v3.5.6                                       go-module  
go.mozilla.org/pkcs7                                                          v0.0.0-20200128120323-432b2356ecb1           go-module  
go.opencensus.io                                                              v0.24.0                                      go-module  
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc   v0.40.0                                      go-module  
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc   v0.45.0                                      go-module  
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc   v0.46.0                                      go-module  
go.opentelemetry.io/contrib/instrumentation/net/http/httptrace/otelhttptrace  v0.40.0                                      go-module  
go.opentelemetry.io/contrib/instrumentation/net/http/httptrace/otelhttptrace  v0.45.0                                      go-module  
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp                 v0.40.0                                      go-module  
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp                 v0.45.0                                      go-module  
go.opentelemetry.io/otel                                                      v1.14.0                                      go-module  
go.opentelemetry.io/otel                                                      v1.19.0                                      go-module  
go.opentelemetry.io/otel                                                      v1.21.0                                      go-module  
go.opentelemetry.io/otel/exporters/otlp/internal/retry                        v1.14.0                                      go-module  
go.opentelemetry.io/otel/exporters/otlp/internal/retry                        v1.3.0                                       go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace                             v1.14.0                                      go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace                             v1.19.0                                      go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace                             v1.3.0                                       go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc               v1.14.0                                      go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc               v1.19.0                                      go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc               v1.3.0                                       go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp               v1.14.0                                      go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp               v1.19.0                                      go-module  
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp               v1.3.0                                       go-module  
go.opentelemetry.io/otel/metric                                               v0.37.0                                      go-module  
go.opentelemetry.io/otel/metric                                               v1.19.0                                      go-module  
go.opentelemetry.io/otel/metric                                               v1.21.0                                      go-module  
go.opentelemetry.io/otel/sdk                                                  v1.14.0                                      go-module  
go.opentelemetry.io/otel/sdk                                                  v1.19.0                                      go-module  
go.opentelemetry.io/otel/sdk                                                  v1.21.0                                      go-module  
go.opentelemetry.io/otel/trace                                                v1.14.0                                      go-module  
go.opentelemetry.io/otel/trace                                                v1.19.0                                      go-module  
go.opentelemetry.io/otel/trace                                                v1.21.0                                      go-module  
go.opentelemetry.io/proto/otlp                                                v0.11.0                                      go-module  
go.opentelemetry.io/proto/otlp                                                v0.19.0                                      go-module  
go.opentelemetry.io/proto/otlp                                                v1.0.0                                       go-module  
go.uber.org/atomic                                                            v1.9.0                                       go-module  
go.uber.org/multierr                                                          v1.8.0                                       go-module  
go.uber.org/zap                                                               v1.21.0                                      go-module  
golang.org/x/crypto                                                           v0.0.0-20220829220503-c86fa9a7ed90           go-module  
golang.org/x/crypto                                                           v0.14.0                                      go-module  
golang.org/x/crypto                                                           v0.17.0                                      go-module  
golang.org/x/crypto                                                           v0.18.0                                      go-module  
golang.org/x/exp                                                              v0.0.0-20230224173230-c95f2b4c22f2           go-module  
golang.org/x/exp                                                              v0.0.0-20230713183714-613f0c0eb8a1           go-module  
golang.org/x/mod                                                              v0.11.0                                      go-module  
golang.org/x/net                                                              v0.17.0                                      go-module  
golang.org/x/net                                                              v0.18.0                                      go-module  
golang.org/x/net                                                              v0.8.0                                       go-module  
golang.org/x/oauth2                                                           v0.10.0                                      go-module  
golang.org/x/oauth2                                                           v0.11.0                                      go-module  
golang.org/x/oauth2                                                           v0.5.0                                       go-module  
golang.org/x/sync                                                             v0.3.0                                       go-module  
golang.org/x/sys                                                              v0.0.0-20220829200755-d48e67d00261           go-module  
golang.org/x/sys                                                              v0.13.0                                      go-module  
golang.org/x/sys                                                              v0.16.0                                      go-module  
golang.org/x/sys                                                              v0.6.0                                       go-module  
golang.org/x/term                                                             v0.0.0-20210927222741-03fcf44c2211           go-module  
golang.org/x/term                                                             v0.13.0                                      go-module  
golang.org/x/term                                                             v0.16.0                                      go-module  
golang.org/x/text                                                             v0.13.0                                      go-module  
golang.org/x/text                                                             v0.14.0                                      go-module  
golang.org/x/time                                                             v0.0.0-20210723032227-1f47c861a9ac           go-module  
golang.org/x/time                                                             v0.3.0                                       go-module  
golang.org/x/xerrors                                                          v0.0.0-20220609144429-65e65417b02f           go-module  
google.golang.org/api                                                         v0.126.0                                     go-module  
google.golang.org/appengine                                                   v1.6.7                                       go-module  
google.golang.org/genproto                                                    v0.0.0-20200224152610-e50cd9704f63           go-module  
google.golang.org/genproto                                                    v0.0.0-20230306155012-7f2fa6fef1f4           go-module  
google.golang.org/genproto                                                    v0.0.0-20230711160842-782d3b101e98           go-module  
google.golang.org/genproto/googleapis/api                                     v0.0.0-20230711160842-782d3b101e98           go-module  
google.golang.org/genproto/googleapis/rpc                                     v0.0.0-20230711160842-782d3b101e98           go-module  
google.golang.org/grpc                                                        v1.53.0                                      go-module  
google.golang.org/grpc                                                        v1.58.3                                      go-module  
google.golang.org/grpc                                                        v1.59.0                                      go-module  
google.golang.org/protobuf                                                    v1.27.1                                      go-module  
google.golang.org/protobuf                                                    v1.30.0                                      go-module  
google.golang.org/protobuf                                                    v1.31.0                                      go-module  
gopkg.in/inf.v0                                                               v0.9.1                                       go-module  
gopkg.in/macaroon.v1                                                          v1.0.0-20150121114231-ab3940c6c165           go-module  
gopkg.in/mgo.v2                                                               v2.0.0-20180704144907-a7e2c1d573e1           go-module  
gopkg.in/retry.v1                                                             v1.0.3                                       go-module  
gopkg.in/square/go-jose.v2                                                    v2.5.1                                       go-module  
gopkg.in/tomb.v2                                                              v2.0.0-20161208151619-d5d1b5820637           go-module  
gopkg.in/yaml.v2                                                              v2.4.0                                       go-module  
gopkg.in/yaml.v3                                                              v3.0.0-20210107192922-496545a6307b           go-module  
gopkg.in/yaml.v3                                                              v3.0.1                                       go-module  
gpg                                                                           2.2.40-1.1ubuntu1                            deb        
gpg-agent                                                                     2.2.40-1.1ubuntu1                            deb        
gpg-wks-client                                                                2.2.40-1.1ubuntu1                            deb        
gpg-wks-server                                                                2.2.40-1.1ubuntu1                            deb        
gpgconf                                                                       2.2.40-1.1ubuntu1                            deb        
gpgsm                                                                         2.2.40-1.1ubuntu1                            deb        
gpgv                                                                          2.2.40-1.1ubuntu1                            deb        
graceful-fs                                                                   4.2.11                                       npm        
grep                                                                          3.8-5                                        deb        
gtk-update-icon-cache                                                         3.24.37-1ubuntu1                             deb        
gzip                                                                          1.12-1ubuntu1                                deb        
has                                                                           1.0.3                                        npm        
has-unicode                                                                   2.0.1                                        npm        
hicolor-icon-theme                                                            0.17-2                                       deb        
hosted-git-info                                                               6.1.1                                        npm        
hostname                                                                      3.23+nmu1ubuntu1                             deb        
html5lib                                                                      1.1                                          python     
http-cache-semantics                                                          4.1.1                                        npm        
http-proxy-agent                                                              5.0.0                                        npm        
httplib2                                                                      0.20.4                                       python     
https-proxy-agent                                                             5.0.1                                        npm        
humanity-icon-theme                                                           0.6.16                                       deb        
humanize-ms                                                                   1.2.1                                        npm        
iconv-lite                                                                    0.6.3                                        npm        
icu-devtools                                                                  72.1-3ubuntu2                                deb        
idna                                                                          3.3                                          python     
ieee754                                                                       1.2.1                                        npm        
ignore-walk                                                                   6.0.3                                        npm        
imagemagick-6-common                                                          8:6.9.11.60+dfsg-1.6ubuntu0.23.04.1          deb        
importlib-metadata                                                            4.12.0                                       python     
imurmurhash                                                                   0.1.4                                        npm        
indent-string                                                                 4.0.0                                        npm        
inflight                                                                      1.0.6                                        npm        
inherits                                                                      2.0.4                                        npm        
ini                                                                           4.1.1                                        npm        
init-package-json                                                             5.0.0                                        npm        
init-system-helpers                                                           1.65.2                                       deb        
ip                                                                            2.0.0                                        npm        
ip-regex                                                                      4.3.0                                        npm        
iptables                                                                      1.8.7-1ubuntu7                               deb        
is-cidr                                                                       4.0.2                                        npm        
is-core-module                                                                2.12.1                                       npm        
is-fullwidth-code-point                                                       3.0.0                                        npm        
is-lambda                                                                     1.0.1                                        npm        
isexe                                                                         2.0.0                                        npm        
iso-codes                                                                     4.12.0-1                                     deb        
jackspeak                                                                     2.2.1                                        npm        
jaraco.classes                                                                3.2.1                                        python     
jeepney                                                                       0.8.0                                        python     
jq                                                                            1.6-2.1ubuntu3                               deb        
json-parse-even-better-errors                                                 3.0.0                                        npm        
json-stringify-nice                                                           1.1.4                                        npm        
jsonlint                                                                      1.9.0-1                                      deb        
jsonparse                                                                     1.3.1                                        npm        
jsonschema                                                                    4.6.0                                        python     
just-diff                                                                     6.0.2                                        npm        
just-diff-apply                                                               5.5.0                                        npm        
k8s.io/api                                                                    v0.22.5                                      go-module  
k8s.io/api                                                                    v0.26.7                                      go-module  
k8s.io/apimachinery                                                           v0.22.5                                      go-module  
k8s.io/apimachinery                                                           v0.26.7                                      go-module  
k8s.io/apiserver                                                              v0.22.5                                      go-module  
k8s.io/apiserver                                                              v0.26.7                                      go-module  
k8s.io/client-go                                                              v0.22.5                                      go-module  
k8s.io/client-go                                                              v0.26.7                                      go-module  
k8s.io/component-base                                                         v0.22.5                                      go-module  
k8s.io/cri-api                                                                v0.25.0                                      go-module  
k8s.io/klog/v2                                                                v2.30.0                                      go-module  
k8s.io/klog/v2                                                                v2.90.1                                      go-module  
k8s.io/kube-openapi                                                           v0.0.0-20221012153701-172d655c2280           go-module  
k8s.io/utils                                                                  v0.0.0-20210930125809-cb0fa318a74b           go-module  
k8s.io/utils                                                                  v0.0.0-20230220204549-a5ecb0141aa5           go-module  
keyring                                                                       23.9.3                                       python     
launchpadlib                                                                  1.11.0                                       python     
lazr.restfulclient                                                            0.14.5                                       python     
lazr.uri                                                                      1.0.6                                        python     
libacl1                                                                       2.3.1-3                                      deb        
libaec0                                                                       1.0.6-1                                      deb        
libaom3                                                                       3.6.0-1                                      deb        
libapparmor1                                                                  3.0.8-1ubuntu2.1                             deb        
libappindicator1                                                              12.10.1+20.10.20200706.1-0ubuntu1            deb        
libappstream4                                                                 0.16.1-1ubuntu1                              deb        
libapt-pkg6.0                                                                 2.6.0ubuntu0.1                               deb        
libargon2-1                                                                   0~20171227-0.3                               deb        
libasan8                                                                      13.1.0-2ubuntu2~23.04                        deb        
libasound2                                                                    1.2.8-1build1                                deb        
libasound2-data                                                               1.2.8-1build1                                deb        
libassuan0                                                                    2.5.5-5                                      deb        
libatk-bridge2.0-0                                                            2.48.0-1                                     deb        
libatk1.0-0                                                                   2.48.0-1                                     deb        
libatomic1                                                                    13.1.0-2ubuntu2~23.04                        deb        
libatspi2.0-0                                                                 2.48.0-1                                     deb        
libattr1                                                                      1:2.5.1-4                                    deb        
libaudit-common                                                               1:3.0.9-1                                    deb        
libaudit1                                                                     1:3.0.9-1                                    deb        
libavahi-client3                                                              0.8-6ubuntu1.23.04.2                         deb        
libavahi-common-data                                                          0.8-6ubuntu1.23.04.2                         deb        
libavahi-common3                                                              0.8-6ubuntu1.23.04.2                         deb        
libbinutils                                                                   2.40-2ubuntu4.1                              deb        
libblkid1                                                                     2.38.1-4ubuntu1                              deb        
libbrotli1                                                                    1.0.9-2build8                                deb        
libbsd0                                                                       0.11.7-4                                     deb        
libbz2-1.0                                                                    1.0.8-5build1                                deb        
libc-bin                                                                      2.37-0ubuntu2.2                              deb        
libc-dev-bin                                                                  2.37-0ubuntu2.2                              deb        
libc6                                                                         2.37-0ubuntu2.2                              deb        
libc6-dev                                                                     2.37-0ubuntu2.2                              deb        
libcairo-gobject2                                                             1.16.0-7                                     deb        
libcairo2                                                                     1.16.0-7                                     deb        
libcap-ng0                                                                    0.8.3-1build2                                deb        
libcap2                                                                       1:2.66-3ubuntu2.1                            deb        
libcap2-bin                                                                   1:2.66-3ubuntu2.1                            deb        
libcbor0.8                                                                    0.8.0-2ubuntu1                               deb        
libcc1-0                                                                      13.1.0-2ubuntu2~23.04                        deb        
libcfitsio10                                                                  4.2.0-3                                      deb        
libcgif0                                                                      0.3.0-1                                      deb        
libcolord2                                                                    1.4.6-2.2                                    deb        
libcom-err2                                                                   1.47.0-1ubuntu1                              deb        
libcrypt-dev                                                                  1:4.4.33-2                                   deb        
libcrypt1                                                                     1:4.4.33-2                                   deb        
libcryptsetup12                                                               2:2.6.1-1ubuntu1                             deb        
libctf-nobfd0                                                                 2.40-2ubuntu4.1                              deb        
libctf0                                                                       2.40-2ubuntu4.1                              deb        
libcups2                                                                      2.4.2-3ubuntu2.5                             deb        
libcurl3-gnutls                                                               7.88.1-8ubuntu2.4                            deb        
libcurl4                                                                      7.88.1-8ubuntu2.4                            deb        
libdatrie1                                                                    0.2.13-2                                     deb        
libdav1d6                                                                     1.0.0-2                                      deb        
libdb5.3                                                                      5.3.28+dfsg2-1                               deb        
libdbus-1-3                                                                   1.14.4-1ubuntu1                              deb        
libdbus-glib-1-2                                                              0.112-3                                      deb        
libdbusmenu-glib4                                                             18.10.20180917~bzr492+repack1-3ubuntu1       deb        
libdbusmenu-gtk4                                                              18.10.20180917~bzr492+repack1-3ubuntu1       deb        
libdconf1                                                                     0.40.0-4                                     deb        
libde265-0                                                                    1.0.11-1                                     deb        
libdebconfclient0                                                             0.267ubuntu1                                 deb        
libdeflate0                                                                   1.15-1                                       deb        
libdevmapper1.02.1                                                            2:1.02.185-1ubuntu1                          deb        
libdpkg-perl                                                                  1.21.21ubuntu1                               deb        
libdrm-common                                                                 2.4.114-1                                    deb        
libdrm2                                                                       2.4.114-1                                    deb        
libdw1                                                                        0.188-2.1                                    deb        
libedit2                                                                      3.1-20221030-2                               deb        
libelf1                                                                       0.188-2.1                                    deb        
libepoxy0                                                                     1.5.10-1                                     deb        
liberror-perl                                                                 0.17029-2                                    deb        
libexif12                                                                     0.6.24-1build1                               deb        
libexpat1                                                                     2.5.0-1                                      deb        
libext2fs2                                                                    1.47.0-1ubuntu1                              deb        
libfdisk1                                                                     2.38.1-4ubuntu1                              deb        
libffi8                                                                       3.4.4-1                                      deb        
libfftw3-double3                                                              3.3.10-1ubuntu1                              deb        
libfido2-1                                                                    1.12.0-2                                     deb        
libfontconfig1                                                                2.14.1-3ubuntu3                              deb        
libfreetype6                                                                  2.12.1+dfsg-4ubuntu0.1                       deb        
libfribidi0                                                                   1.0.8-2.1ubuntu1                             deb        
libfuse3-3                                                                    3.14.0-3                                     deb        
libgbm-dev                                                                    23.0.4-0ubuntu1~23.04.1                      deb        
libgbm1                                                                       23.0.4-0ubuntu1~23.04.1                      deb        
libgcc-12-dev                                                                 12.3.0-1ubuntu1~23.04                        deb        
libgcc-s1                                                                     13.1.0-2ubuntu2~23.04                        deb        
libgconf-2-4                                                                  3.2.6-8ubuntu1                               deb        
libgcrypt20                                                                   1.10.1-3ubuntu1                              deb        
libgdbm-compat4                                                               1.23-3                                       deb        
libgdbm6                                                                      1.23-3                                       deb        
libgdk-pixbuf-2.0-0                                                           2.42.10+dfsg-1build1                         deb        
libgdk-pixbuf-xlib-2.0-0                                                      2.40.2-2build4                               deb        
libgdk-pixbuf2.0-0                                                            2.40.2-2build4                               deb        
libgdk-pixbuf2.0-common                                                       2.42.10+dfsg-1build1                         deb        
libgirepository-1.0-1                                                         1.76.1-1                                     deb        
libglib2.0-0                                                                  2.76.4-0ubuntu1                              deb        
libglib2.0-bin                                                                2.76.4-0ubuntu1                              deb        
libglib2.0-data                                                               2.76.4-0ubuntu1                              deb        
libgmp10                                                                      2:6.2.1+dfsg1-1.1ubuntu1                     deb        
libgnutls30                                                                   3.7.8-5ubuntu1.1                             deb        
libgomp1                                                                      13.1.0-2ubuntu2~23.04                        deb        
libgpg-error0                                                                 1.46-1                                       deb        
libgprofng0                                                                   2.40-2ubuntu4.1                              deb        
libgraphite2-3                                                                1.3.14-1build2                               deb        
libgsf-1-114                                                                  1.14.50-1                                    deb        
libgsf-1-common                                                               1.14.50-1                                    deb        
libgssapi-krb5-2                                                              1.20.1-1ubuntu0.1                            deb        
libgstreamer1.0-0                                                             1.22.2-1                                     deb        
libgtk-3-0                                                                    3.24.37-1ubuntu1                             deb        
libgtk-3-common                                                               3.24.37-1ubuntu1                             deb        
libgtk2.0-0                                                                   2.24.33-2ubuntu2                             deb        
libgtk2.0-common                                                              2.24.33-2ubuntu2                             deb        
libharfbuzz0b                                                                 6.0.0+dfsg-3build1                           deb        
libhdf5-103-1                                                                 1.10.8+repack1-1ubuntu1                      deb        
libheif1                                                                      1.14.2-1ubuntu1                              deb        
libhogweed6                                                                   3.8.1-2                                      deb        
libhwy1                                                                       1.0.3-2                                      deb        
libicu-dev                                                                    72.1-3ubuntu2                                deb        
libicu72                                                                      72.1-3ubuntu2                                deb        
libidn2-0                                                                     2.3.3-1build1                                deb        
libimage-exiftool-perl                                                        12.56+dfsg-1                                 deb        
libimagequant0                                                                2.17.0-1                                     deb        
libimath-3-1-29                                                               3.1.6-1ubuntu1                               deb        
libip4tc2                                                                     1.8.7-1ubuntu7                               deb        
libip6tc2                                                                     1.8.7-1ubuntu7                               deb        
libisl23                                                                      0.25-1                                       deb        
libitm1                                                                       13.1.0-2ubuntu2~23.04                        deb        
libjansson4                                                                   2.14-2                                       deb        
libjbig0                                                                      2.1-6ubuntu1                                 deb        
libjpeg-dev                                                                   8c-2ubuntu11                                 deb        
libjpeg-turbo8                                                                2.1.5-2ubuntu1                               deb        
libjpeg-turbo8-dev                                                            2.1.5-2ubuntu1                               deb        
libjpeg8                                                                      8c-2ubuntu11                                 deb        
libjpeg8-dev                                                                  8c-2ubuntu11                                 deb        
libjq1                                                                        1.6-2.1ubuntu3                               deb        
libjson-c5                                                                    0.16-2                                       deb        
libjxl0.7                                                                     0.7.0-10ubuntu2                              deb        
libk5crypto3                                                                  1.20.1-1ubuntu0.1                            deb        
libkeyutils1                                                                  1.6.3-2                                      deb        
libkmod2                                                                      30+20221128-1ubuntu1                         deb        
libkrb5-3                                                                     1.20.1-1ubuntu0.1                            deb        
libkrb5support0                                                               1.20.1-1ubuntu0.1                            deb        
libksba8                                                                      1.6.3-2                                      deb        
liblcms2-2                                                                    2.14-2                                       deb        
libldap2                                                                      2.6.3+dfsg-1~exp1ubuntu2                     deb        
liblerc4                                                                      4.0.0+ds-2ubuntu2                            deb        
liblqr-1-0                                                                    0.4.2-2.1                                    deb        
liblsan0                                                                      13.1.0-2ubuntu2~23.04                        deb        
libltdl7                                                                      2.4.7-5                                      deb        
liblz4-1                                                                      1.9.4-1                                      deb        
liblzma5                                                                      5.4.1-0.2                                    deb        
liblzo2-2                                                                     2.10-2build3                                 deb        
libmagic-mgc                                                                  1:5.44-3                                     deb        
libmagic1                                                                     1:5.44-3                                     deb        
libmagickcore-6.q16-6                                                         8:6.9.11.60+dfsg-1.6ubuntu0.23.04.1          deb        
libmatio11                                                                    1.5.23-2                                     deb        
libmd0                                                                        1.0.4-2                                      deb        
libmnl0                                                                       1.0.4-3ubuntu1                               deb        
libmount1                                                                     2.38.1-4ubuntu1                              deb        
libmpc3                                                                       1.3.1-1                                      deb        
libmpfr6                                                                      4.2.0-1                                      deb        
libncursesw6                                                                  6.4-2ubuntu0.1                               deb        
libnetfilter-conntrack3                                                       1.0.9-3                                      deb        
libnettle8                                                                    3.8.1-2                                      deb        
libnfnetlink0                                                                 1.0.2-2                                      deb        
libnftnl11                                                                    1.2.4-2                                      deb        
libnghttp2-14                                                                 1.52.0-1ubuntu0.1                            deb        
libnpmaccess                                                                  7.0.2                                        npm        
libnpmdiff                                                                    5.0.19                                       npm        
libnpmexec                                                                    6.0.2                                        npm        
libnpmfund                                                                    4.0.19                                       npm        
libnpmhook                                                                    9.0.3                                        npm        
libnpmorg                                                                     5.0.4                                        npm        
libnpmpack                                                                    5.0.19                                       npm        
libnpmpublish                                                                 7.5.0                                        npm        
libnpmsearch                                                                  6.0.2                                        npm        
libnpmteam                                                                    5.0.3                                        npm        
libnpmversion                                                                 4.0.2                                        npm        
libnpth0                                                                      1.6-3build2                                  deb        
libnsl-dev                                                                    1.3.0-2build2                                deb        
libnsl2                                                                       1.3.0-2build2                                deb        
libnspr4                                                                      2:4.35-1                                     deb        
libnss3                                                                       2:3.87.1-1                                   deb        
libnuma1                                                                      2.0.16-1                                     deb        
libonig5                                                                      6.9.8-1                                      deb        
libopenexr-3-1-30                                                             3.1.5-4                                      deb        
libopenjp2-7                                                                  2.5.0-1build1                                deb        
libopenslide0                                                                 3.4.1+dfsg-6build1                           deb        
liborc-0.4-0                                                                  1:0.4.33-2                                   deb        
libp11-kit0                                                                   0.24.1-2ubuntu1                              deb        
libpackagekit-glib2-18                                                        1.2.6-3                                      deb        
libpam-modules                                                                1.5.2-5ubuntu1                               deb        
libpam-modules-bin                                                            1.5.2-5ubuntu1                               deb        
libpam-runtime                                                                1.5.2-5ubuntu1                               deb        
libpam-systemd                                                                252.5-2ubuntu3.2                             deb        
libpam0g                                                                      1.5.2-5ubuntu1                               deb        
libpango-1.0-0                                                                1.50.12+ds-1                                 deb        
libpangocairo-1.0-0                                                           1.50.12+ds-1                                 deb        
libpangoft2-1.0-0                                                             1.50.12+ds-1                                 deb        
libpcre2-8-0                                                                  10.42-1                                      deb        
libperl5.36                                                                   5.36.0-7ubuntu0.23.04.2                      deb        
libpipeline1                                                                  1.5.7-1                                      deb        
libpixman-1-0                                                                 0.42.2-1                                     deb        
libpng-dev                                                                    1.6.39-2                                     deb        
libpng16-16                                                                   1.6.39-2                                     deb        
libpolkit-agent-1-0                                                           0.105-33                                     deb        
libpolkit-gobject-1-0                                                         0.105-33                                     deb        
libpoppler-glib8                                                              22.12.0-2ubuntu1.1                           deb        
libpoppler126                                                                 22.12.0-2ubuntu1.1                           deb        
libpq-dev                                                                     15.5-0ubuntu0.23.04.1                        deb        
libpq5                                                                        15.5-0ubuntu0.23.04.1                        deb        
libproc2-0                                                                    2:4.0.3-1ubuntu1.23.04.1                     deb        
libpsl5                                                                       0.21.2-1                                     deb        
libpython3-stdlib                                                             3.11.2-1                                     deb        
libpython3.11-minimal                                                         3.11.4-1~23.04.2                             deb        
libpython3.11-stdlib                                                          3.11.4-1~23.04.2                             deb        
libquadmath0                                                                  13.1.0-2ubuntu2~23.04                        deb        
libreadline8                                                                  8.2-1.3                                      deb        
librsvg2-2                                                                    2.54.5+dfsg-1ubuntu2.1                       deb        
librtmp1                                                                      2.4+20151223.gitfa8646d.1-2build4            deb        
libsasl2-2                                                                    2.1.28+dfsg-10                               deb        
libsasl2-modules-db                                                           2.1.28+dfsg-10                               deb        
libseccomp2                                                                   2.5.4-1ubuntu3                               deb        
libselinux1                                                                   3.4-1build4                                  deb        
libsemanage-common                                                            3.4-1build4                                  deb        
libsemanage2                                                                  3.4-1build4                                  deb        
libsepol2                                                                     3.4-2                                        deb        
libsmartcols1                                                                 2.38.1-4ubuntu1                              deb        
libsodium23                                                                   1.0.18-1build2                               deb        
libsqlite3-0                                                                  3.40.1-1ubuntu0.1                            deb        
libsqlite3-dev                                                                3.40.1-1ubuntu0.1                            deb        
libss2                                                                        1.47.0-1ubuntu1                              deb        
libssh-4                                                                      0.10.4-2ubuntu0.3                            deb        
libssh2-1                                                                     1.10.0-3                                     deb        
libssl-dev                                                                    3.0.8-1ubuntu1.4                             deb        
libssl3                                                                       3.0.8-1ubuntu1.4                             deb        
libstd-rust-1.70                                                              1.70.0+dfsg0ubuntu1~bpo2-0ubuntu0.23.04.1    deb        
libstd-rust-dev                                                               1.70.0+dfsg0ubuntu1~bpo2-0ubuntu0.23.04.1    deb        
libstdc++-12-dev                                                              12.3.0-1ubuntu1~23.04                        deb        
libstdc++6                                                                    13.1.0-2ubuntu2~23.04                        deb        
libstemmer0d                                                                  2.2.0-2                                      deb        
libsystemd-shared                                                             252.5-2ubuntu3.2                             deb        
libsystemd0                                                                   252.5-2ubuntu3.2                             deb        
libsz2                                                                        1.0.6-1                                      deb        
libtasn1-6                                                                    4.19.0-2                                     deb        
libthai-data                                                                  0.1.29-1build1                               deb        
libthai0                                                                      0.1.29-1build1                               deb        
libtiff6                                                                      4.5.0-5ubuntu1.2                             deb        
libtinfo6                                                                     6.4-2ubuntu0.1                               deb        
libtirpc-common                                                               1.3.3+ds-1                                   deb        
libtirpc-dev                                                                  1.3.3+ds-1                                   deb        
libtirpc3                                                                     1.3.3+ds-1                                   deb        
libtsan2                                                                      13.1.0-2ubuntu2~23.04                        deb        
libubsan1                                                                     13.1.0-2ubuntu2~23.04                        deb        
libudev1                                                                      252.5-2ubuntu3.2                             deb        
libunistring2                                                                 1.0-2                                        deb        
libunwind8                                                                    1.6.2-3                                      deb        
libuuid1                                                                      2.38.1-4ubuntu1                              deb        
libvips42                                                                     8.14.1-3                                     deb        
libwayland-client0                                                            1.21.0-1                                     deb        
libwayland-cursor0                                                            1.21.0-1                                     deb        
libwayland-egl1                                                               1.21.0-1                                     deb        
libwayland-server0                                                            1.21.0-1                                     deb        
libwebp7                                                                      1.2.4-0.1ubuntu0.23.04.2                     deb        
libwebpdemux2                                                                 1.2.4-0.1ubuntu0.23.04.2                     deb        
libwebpmux3                                                                   1.2.4-0.1ubuntu0.23.04.2                     deb        
libx11-6                                                                      2:1.8.4-2ubuntu0.3                           deb        
libx11-data                                                                   2:1.8.4-2ubuntu0.3                           deb        
libx11-xcb1                                                                   2:1.8.4-2ubuntu0.3                           deb        
libx265-199                                                                   3.5-2                                        deb        
libxau6                                                                       1:1.0.9-1build5                              deb        
libxcb-render0                                                                1.15-1                                       deb        
libxcb-shm0                                                                   1.15-1                                       deb        
libxcb1                                                                       1.15-1                                       deb        
libxcomposite1                                                                1:0.4.5-1build2                              deb        
libxcursor1                                                                   1:1.2.1-1                                    deb        
libxdamage1                                                                   1:1.1.6-1                                    deb        
libxdmcp6                                                                     1:1.1.3-0ubuntu5                             deb        
libxext6                                                                      2:1.3.4-1build1                              deb        
libxfixes3                                                                    1:6.0.0-2                                    deb        
libxi6                                                                        2:1.8-1build1                                deb        
libxinerama1                                                                  2:1.1.4-3                                    deb        
libxkbcommon0                                                                 1.5.0-1                                      deb        
libxml2                                                                       2.9.14+dfsg-1.1ubuntu0.1                     deb        
libxmlb2                                                                      0.3.10-2                                     deb        
libxrandr2                                                                    2:1.5.2-2                                    deb        
libxrender1                                                                   1:0.9.10-1.1                                 deb        
libxslt1.1                                                                    1.1.35-1                                     deb        
libxss1                                                                       1:1.2.3-1build2                              deb        
libxtables12                                                                  1.8.7-1ubuntu7                               deb        
libxtst6                                                                      2:1.2.3-1.1                                  deb        
libxxhash0                                                                    0.8.1-1                                      deb        
libyaml-0-2                                                                   0.2.5-1                                      deb        
libzstd1                                                                      1.5.4+dfsg2-4                                deb        
linux-libc-dev                                                                6.2.0-39.40                                  deb        
lockfile                                                                      0.12.2                                       python     
login                                                                         1:4.13+dfsg1-1ubuntu1                        deb        
logsave                                                                       1.47.0-1ubuntu1                              deb        
lru-cache                                                                     6.0.0                                        npm        
lru-cache                                                                     7.18.3                                       npm        
lru-cache                                                                     9.1.1                                        npm        
